@relation MidiTracks

@attribute melody {YES,NO}
@attribute normalizedDuration numeric
@attribute numberOfNotes numeric
@attribute occupationRate numeric
@attribute polyphonyRate numeric
@attribute highestPith numeric
@attribute normHighestPitch numeric
@attribute lowestPitch numeric
@attribute normLowestPitch numeric
@attribute pitchMean numeric
@attribute normPitchMean numeric
@attribute pitchDeviation numeric
@attribute normPitchDeviation numeric
@attribute numberOfDifferentIntervals numeric
@attribute normNumberOfDifferentIntervals numeric
@attribute largestInterval numeric
@attribute normLargestInterval numeric
@attribute smallestInterval numeric
@attribute normSmallestInterval numeric
@attribute intervalMean numeric
@attribute normIntervalMean numeric
@attribute intervalMode numeric
@attribute normIntervalMode numeric
@attribute intervalDeviation numeric
@attribute normIntervalDeviation numeric
@attribute longestNote numeric
@attribute normLongestNote numeric
@attribute shortestNote numeric
@attribute normShortestNote numeric
@attribute durationMean numeric
@attribute normDurationMean numeric
@attribute durationDeviation numeric
@attribute normDurationDeviation numeric

@data
NO,1,461,0.860465,0,72,0.734694,53,0.888889,61.285714,0.865736,5.270248,0.27475,23,0.540541,12,0.294118,-12,0.791667,0.017391,0.377758,-3,0.666667,7.065203,0.944758,3000,0.060563,45.833333,0,337.121212,0,618.451692,0.057127
YES,0,1002,0.987072,0,85,1,41,0.444444,65.75,1,12.649111,1,40,1,24,1,-31,0,-0.011988,0.264338,-2,0.777778,7.362313,1,16895.833333,1,62.5,0.011765,626.9,0.179203,2200.806418,1
NO,0.544,843,0.989784,0.011419,51,0,21,0,36.3,0,8.937375,0.625536,32,0.340909,19,0.4,-14,0.809524,0,0.969185,1,0.2,5.96028,0.383532,666.666667,0.007602,62.5,0,401.41844,0.265013,141.294907,0.006336
NO,0,1672,1,0.007673,51,0,35,0.358974,42,0.179811,5.338539,0.116846,22,0.113636,16,0.25,-16,0.714286,0.000598,1,0,0,8.752567,0.746319,500,0,104.166667,1,148.148148,0,124.398415,0
NO,0.996,1648,0.989796,0,76,0.961538,36,0.384615,56.475,0.636435,11.586603,1,61,1,31,1,-31,0,-0.018822,0,5,1,10.705088,1,22425,1,66.666667,0.1,1103.837719,1,2791.175747,1
YES,1,460,0.989668,0.010905,77,1,60,1,68,1,4.511889,0,17,0,11,0,-10,1,-0.008715,0.520454,0,0,3.008327,0,6787.5,0.286773,66.666667,0.1,856.854839,0.741566,1102.515083,0.366779
NO,0,1554,0.974614,0,71,0,38,?,55.566667,0,9.340533,0,55,1,29,?,-33,?,0.001288,1,12,1,11.961895,1,916.666667,0,62.5,1,162.878788,0,205.339892,0
YES,1,1314,0.987272,0,86,1,38,?,63.657143,1,13.663179,1,39,0,29,?,-33,?,-0.005331,0,-2,0,6.672,0,1262.5,1,29.166667,0,319.869238,1,265.784819,1
NO,1,330,0.975,0,56,0.147059,21,0,38.939394,0,9.822483,0.85773,46,0.939394,29,1,-24,0.1875,0.00304,0.207268,1,0.526316,12.356286,1,1025,0.154762,29.166667,0,435.666667,0.129717,312.32235,0.163599
NO,0.999563,1043,1,0.018755,51,0,35,0.341463,42.888889,0.115793,5.363342,0.292562,20,0.151515,16,0.277778,-16,0.6875,-0.001919,0.124448,-9,0,10.185421,0.70961,500,0.004762,104.166667,0.077253,153.645833,0,130.90957,0
NO,1,748,0.974896,0,79,0.823529,39,0.439024,61.485714,0.661023,10.944983,1,48,1,28,0.944444,-27,0,-0.009371,0,4,0.684211,8.250507,0.450782,3887.5,0.972619,100,0.072961,844.435654,0.317731,588.731915,0.412866
NO,1,1046,0.974896,0,67,0.470588,42,0.512195,53.782609,0.43518,7.156369,0.519817,34,0.575758,19,0.444444,-21,0.375,0.003828,0.220432,10,1,9.275165,0.587848,483.333333,0,83.333333,0.055794,293.650794,0.064396,164.944571,0.030693
NO,1,100,0.65,0,71,0.588235,57,0.878049,64,0.734738,3.05505,0,23,0.242424,11,0,-11,1,0.050505,1,4,0.684211,5.424177,0.072713,3983.333333,1,1000,1,2327.777778,1,1239.797873,1
YES,0,63,0.927536,0.123188,85,1,62,1,73.047619,1,6.305524,0.411977,15,0,11,0,-12,0.9375,0.048387,0.964628,2,0.578947,4.880598,0,3200,0.77619,133.333333,0.107296,1252.34375,0.50535,940.927725,0.730478
YES,0.921053,352,0.983378,0,77,0.613636,62,0.707317,70.181818,0.779641,4.323681,0.173544,13,0.244444,5,0.156863,-12,0.818182,0.034188,0.966524,0,0.5,2.194002,0.090323,1873.697917,0.228182,2.604167,0,458.362398,0.085979,385.484578,0.154538
NO,1,264,0.979381,0.029639,55,0.113636,33,0,43.7,0,6.341136,0.293881,22,0.444444,17,0.392157,-14,0.772727,-0.045627,0.947402,-2,0.416667,6.05471,0.382374,6000,0.748031,178.385417,0.055556,787.009215,0.157359,904.324487,0.362536
NO,0,44,0.966102,0,67,0.386364,53,0.487805,60,0.479882,3.109126,0.101098,15,0.288889,12,0.294118,-8,0.909091,-0.093023,0.936047,-3,0.375,5.312618,0.326237,8000,1,2000,0.631276,4666.666667,1,2494.438258,1
NO,0.960526,70,0.97918,0.021195,82,0.727273,65,0.780488,72.75,0.85525,5.141741,0.22234,12,0.222222,12,0.294118,-12,0.818182,0.173913,1,0,0.5,6.185435,0.392263,1688.802083,0.204888,36.458333,0.0107,199.578901,0.029773,372.041685,0.149148
NO,0.789474,22,0.977799,0,70,0.454545,58,0.609756,63.571429,0.585027,3.811904,0.143017,9,0.155556,8,0.215686,-8,0.909091,-0.380952,0.867063,-5,0.291667,4.685095,0.278766,3957.03125,0.49065,302.083333,0.09465,2943.164063,0.625665,1219.742454,0.488985
NO,0.960526,278,0.895186,0,94,1,46,0.317073,74.208333,0.898184,11.445447,0.598343,31,0.644444,24,0.529412,-21,0.613636,0.025271,0.964388,12,1,9.990758,0.680124,3669.270833,0.454396,3.90625,0.000412,1356.336806,0.281014,794.425456,0.318479
NO,0.960526,48,0.895179,0,72,0.5,58,0.609756,65.083333,0.629539,4.152476,0.163332,14,0.266667,12,0.294118,-10,0.863636,-0.021277,0.953236,-3,0.375,5.253122,0.321736,3074.21875,0.379429,833.333333,0.262551,1642.415365,0.343149,700.829023,0.280957
NO,0.868421,1094,0.901035,0,86,0.818182,36,0.073171,62.225,0.545388,14.370956,0.772844,47,1,34,0.72549,-24,0.545455,-0.043916,0.947812,-12,0,14.219296,1,1945.3125,0.237205,82.03125,0.025103,561.363636,0.10835,527.345711,0.211409
NO,0.960526,844,0.979058,0.02127,84,0.772727,36,0.073171,53.625,0.292198,18.179229,1,25,0.511111,48,1,-48,0,-0.029656,0.951228,0,0.5,7.007051,0.454415,216.145833,0.019357,36.458333,0.0107,154.105392,0.019896,74.650769,0.029927
NO,0.960526,60,0.799738,0.201571,72,0.5,58,0.609756,64.7,0.618253,4.428318,0.179785,13,0.244444,12,0.294118,-9,0.886364,-0.084746,0.93803,2,0.583333,3.475279,0.187247,3058.59375,0.377461,250,0.078189,1015.053354,0.206889,857.438462,0.34374
NO,0.960526,119,0.814136,0.18842,82,0.727273,58,0.609756,71.8,0.827282,6.843001,0.323816,16,0.311111,12,0.294118,-11,0.840909,-0.09322,0.935999,2,0.583333,3.417272,0.182859,3356.770833,0.415026,62.5,0.01893,540.150123,0.103743,709.673961,0.284503
NO,0.736842,78,0.752874,0.247486,89,0.886364,65,0.780488,77.133333,0.984298,7.365385,0.354976,9,0.155556,9,0.235294,-12,0.818182,0.155844,0.995671,-2,0.416667,3.235617,0.169118,444.010417,0.048064,58.59375,0.017695,133.513622,0.015424,117.60071,0.047145
NO,0.960526,3,0.020942,0,82,0.727273,74,1,77.666667,1,3.299832,0.112473,2,0,-3,0,-5,0.977273,-4,0,-5,0.291667,1,0,3173.177083,0.391896,3166.666667,1,3169.704861,0.674868,2.675527,0.001073
NO,0.960526,48,0.020942,0.979385,50,0,46,0.317073,48,0.126595,1.414214,0,2,0,4,0.137255,-4,1,0.085106,0.978723,4,0.666667,3.999095,0.226872,62.5,0,62.5,0.01893,62.5,0,0,0
NO,0.991935,343,0.974994,0.033243,47,0,26,0,37.714286,0,5.547568,0.295767,19,0.296296,12,0.208333,-12,0.730769,0,0.659924,0,0.727273,3.727564,0.272823,937.5,0.125,41.666667,0,366.413288,0.100891,311.97689,0.161565
NO,0.801843,1376,1,0.018856,49,0.039216,35,0.18,42.333333,0.093483,4.714045,0.1828,18,0.259259,14,0.291667,-14,0.653846,0.000727,0.676062,0,0.727273,5.245466,0.531309,500,0,104.166667,0.136364,160.714286,0,138.512813,0
NO,1,723,0.974935,0,74,0.529412,36,0.2,58.65,0.423708,10.743719,1,38,1,31,1,-31,0,-0.00554,0.536988,3,1,7.997747,1,3697.916667,0.91369,83.333333,0.090909,670.284431,0.249933,600.248711,0.430062
NO,1,270,0.975,0,98,1,76,1,87.125,1,6.4214,0.414197,29,0.666667,15,0.333333,-15,0.615385,-0.02974,0,-8,0,6.743787,0.786461,4000,1,500,1,2199.544271,1,1212.162965,1
YES,0,254,0.975881,0.025693,74,0.529412,59,0.66,66.5,0.58258,3.365264,0,11,0,7,0,-5,1,0.011858,0.923046,0,0.727273,2.125475,0,3479.166667,0.85119,244.791667,0.443182,1121.783088,0.471383,845.502272,0.658491
YES,0,262,0.975881,0.025693,71,0.470588,53,0.54,62.833333,0.508372,5.161288,0.243415,14,0.111111,7,0,-6,0.961538,0.015326,1,0,0.727273,2.712211,0.099916,3479.166667,0.85119,244.791667,0.443182,890.914352,0.358147,657.663024,0.483538
YES,0,257,0.975881,0.025693,67,0.392157,50,0.48,58.1,0.412577,5.485435,0.287346,14,0.111111,7,0,-6,0.961538,0.011719,0.919963,0,0.727273,2.531802,0.069194,3479.166667,0.85119,244.791667,0.443182,876.512097,0.351083,707.657501,0.530103
YES,0,254,0.975881,0.025693,62,0.294118,49,0.46,55.333333,0.356584,4.268749,0.122449,13,0.074074,9,0.083333,-9,0.846154,0.011858,0.923046,0,0.727273,2.378232,0.043042,3479.166667,0.85119,244.791667,0.443182,1121.783088,0.471383,845.502272,0.658491
YES,0,262,0.975881,0.025693,83,0.705882,65,0.78,74.833333,0.751235,5.161288,0.243415,14,0.111111,7,0,-6,0.961538,0.015326,1,0,0.727273,2.712211,0.099916,3479.166667,0.85119,244.791667,0.443182,890.914352,0.358147,657.663024,0.483538
YES,0,257,0.975881,0.025693,79,0.627451,62,0.72,70.1,0.655439,5.485435,0.287346,14,0.111111,7,0,-6,0.961538,0.011719,0.919963,0,0.727273,2.531802,0.069194,3479.166667,0.85119,244.791667,0.443182,876.512097,0.351083,707.657501,0.530103
NO,1,250,0.98,0.03,43,0,33,0,37.888889,0,3.071172,0,13,0,10,0.043478,-10,1,0,0.744238,0,0.4375,4.228418,0.003186,3983.333333,1,500,1,1316.666667,0.864951,951.52058,0.99668
NO,0.998333,690,0.97983,0,70,0.692308,49,0.592593,59.55,0.643824,6.012279,0.460118,29,0.5,14,0.217391,-16,0.727273,0.004354,0.800506,9,1,7.918396,0.636613,3966.666667,0.993884,458.333333,0.90566,1311.821705,0.859919,921.570713,0.948786
NO,0,192,0.799954,0,70,0.692308,48,0.555556,58.166667,0.602708,6.898067,0.598694,27,0.4375,22,0.565217,-16,0.727273,-0.057592,0,3,0.625,9.44379,0.898464,1991.666667,0.269113,487.5,0.971698,1156.666667,0.69878,623.612905,0.472308
NO,0.998125,961,0.979996,0,70,0.692308,36,0.111111,54.413793,0.491163,9.46324,1,45,1,32,1,-32,0,0.019792,1,-7,0,10.035283,1,3941.666667,0.984709,470.833333,0.933962,1446.701389,1,953.596748,1
YES,0.795417,499,0.982092,0,82,1,60,1,71.533333,1,6.711847,0.569561,16,0.09375,9,0,-12,0.909091,0,0.744238,-1,0.375,4.209856,0,1258.333333,0,58.333333,0,483.834244,0,328.262222,0
NO,0.897459,352,0.98242,0.022103,51,0,21,0,36.851852,0,8.497074,0.474158,31,0.204545,16,0.1,-19,0.863636,0,0.346422,0,0.5,6.679901,0.239385,30929.166667,0.358782,45.833333,0.416667,1695.287356,0.709889,4736.107286,0.492258
NO,0.774047,920,1,0.013218,51,0,35,0.466667,42,0.173641,5.338539,0,22,0,14,0,-16,1,0.001088,0.372243,0,0.5,4.917934,0.025128,500,0,104.166667,1,153.645833,0,130.90957,0
NO,1,1097,0.982456,0,77,0.83871,34,0.433333,55.04878,0.613763,11.999901,1,66,1,34,1,-38,0,-0.014599,0,5,1,12.934907,1,4958.333333,0.052567,66.666667,0.625,697.849462,0.250593,612.409551,0.051468
YES,0,473,0.981928,0,82,1,51,1,66.5,1,6.528782,0.178679,29,0.159091,17,0.15,-19,0.863636,0.027542,1,-5,0,4.711292,0,85312.5,1,4.166667,0,2325.3125,1,9486.161265,1
NO,0.45272,413,0.979642,0.02426,50,0,21,0,37.227273,0,7.645152,0.617936,28,0.422222,18,0.52,-14,0.6,-0.004854,0.320029,2,1,6.000807,0.456896,662.5,0.007637,62.5,0,383.009709,0.225217,136.048519,0.00236
NO,0.39443,820,1,0.015298,51,0.041667,35,0.35,42,0.164165,5.338539,0.221372,22,0.288889,16,0.44,-16,0.52,0.014652,1,0,0.6,8.506395,0.751734,500,0,104.166667,0.588235,153.645833,0,130.90957,0
NO,1,856,0.98,0,73,0.958333,38,0.425,56.40625,0.65969,9.867432,1,54,1,30,1,-29,0,-0.014035,0,-3,0,10.616209,1,21779.166667,1,91.666667,0.411765,920.788288,0.753272,2308.715615,1
YES,0,108,0.979335,0.026864,74,1,61,1,66.3,1,4.050926,0,9,0,5,0,-4,1,0,0.489247,0,0.6,2.118014,0,3200,0.126885,133.333333,1,1172.058824,1,961.826291,0.381538
NO,1,1578,0.988577,0.012684,71,0,37,0,54.478261,0,10.345634,1,46,1,28,1,-28,0,0.012048,1,12,1,12.006043,1,916.666667,0,108.333333,1,238.251366,0,221.774734,0
YES,0,1503,0.988457,0,86,1,55,1,74.619048,1,7.260304,0,24,0,15,0,-24,1,-0.009987,0,-4,0,4.027605,0,1720.833333,1,33.333333,0,265.190289,1,257.973528,1
NO,1,708,0.977926,0.022411,67,0,36,0,51.321429,0,9.250689,1,47,1,31,1,-29,0,0.004243,0,2,1,8.574244,1,4916.666667,1,45.833333,0,468.497475,1,1187.414743,1
YES,0,777,0.98412,0.016206,84,1,60,1,72.05,1,6.902717,0,21,0,12,0,-12,1,0.015464,1,-2,0,3.281826,0,3883.333333,0,70.833333,1,424.52957,0,816.568976,0
NO,1,1036,0.963835,0.036466,67,0,36,0,51.56,0,8.560748,1,41,1,21,1,-24,0,0.002899,1,2,1,7.129106,1,5916.666667,1,45.833333,1,476.488095,1,1272.602211,1
YES,0,1116,0.986276,0.014435,84,1,60,1,72.333333,1,6.868377,0,23,0,12,0,-12,1,0,0,-2,0,3.425046,0,3862.5,0,41.666667,0,311.799863,0,480.935506,0
NO,1,736,0.977982,0.02237,66,0,37,0,50.333333,0,8.838049,1,30,1,24,1,-17,0,0.009524,1,0,1,6.809251,1,4416.666667,1,62.5,1,492.424242,1,1028.886169,1
YES,0,807,0.990619,0.010315,83,1,57,1,70.157895,1,7.336019,0,19,0,12,0,-15,1,0,0,-2,0,4.07711,0,3091.666667,0,45.833333,0,291.182896,0,343.73001,0
NO,1,604,0.975104,0.025432,67,0,37,0,51.363636,0,8.407494,1,35,1,24,1,-17,0,0,?,3,1,6.683561,1,2983.333333,1,66.666667,1,348.717949,1,709.757024,1
YES,0,849,0.987332,0.013618,82,1,60,1,71.190476,1,6.659179,0,21,0,11,0,-11,1,0,?,2,0,3.834427,0,1320.833333,0,54.166667,0,222.190476,0,192.097971,0
NO,1,1186,0.989791,0.010453,72,0,36,0,53.37931,0,9.866047,1,46,1,30,1,-26,0,-0.004219,0,2,?,7.953715,1,3816.666667,1,37.5,?,258.75,0,710.402493,1
YES,0,1257,0.988333,0.012268,84,1,62,1,73.2,1,6.830813,0,22,0,14,0,-12,1,0.009554,1,2,?,3.361913,0,1791.666667,0,37.5,?,304.292929,1,262.19235,0
NO,1,583,0.971875,0.028724,65,0,36,0,49.5,0,6.952763,0,30,1,17,1,-17,0,0.032646,1,3,1,7.053353,1,2983.333333,1,62.5,1,329.829545,1,732.896814,1
YES,0,891,0.979188,0.021132,84,1,53,1,69.583333,1,9.031965,1,25,0,12,0,-12,1,-0.005618,0,-2,0,5.063082,0,1454.166667,0,20.833333,0,185.5919,0,351.473534,0
YES,0.895533,554,0.937273,0.064922,77,1,58,0.733333,67.090909,0.824472,5.822442,0.558341,14,0.309524,12,0.413793,-12,0.586207,0.0217,0.395777,0,0.583333,2.468514,0.232589,2958.333333,0.784703,36.458333,0.3125,298.090278,0.259714,447.792868,0.446733
NO,0.839481,258,0.881301,0.119511,77,1,66,0.911111,71.571429,0.942575,3.57999,0.343302,11,0.238095,5,0.172414,-5,0.827586,-0.011673,0,0,0.583333,1.625388,0.153148,1562.5,0.405099,52.083333,0.5,269.22123,0.228936,293.408622,0.289583
NO,0.837032,136,0.63351,0.371474,77,1,70,1,73.75,1,2.58602,0.247985,6,0.119048,3,0.103448,-4,0.862069,0,0.138434,0,0.583333,1.632993,0.153864,994.791667,0.250708,52.083333,0.5,276.041667,0.236207,283.636671,0.279636
NO,0.816138,195,0.832866,0.313093,36,0,36,0.244444,36,0.004942,0,0,1,0,0,0,0,1,0,0.138434,0,0.583333,0,0,265.625,0.052408,41.666667,0.375,122.884115,0.07292,57.562678,0.049512
NO,0.803458,77,0.839755,0.21214,38,0.04878,38,0.288889,38,0.057661,0,0,1,0,0,0,0,1,0,0.138434,0,0.583333,0,0,156.25,0.022663,15.625,0.0625,89.885753,0.03774,40.623874,0.03227
NO,0.780692,319,0.829671,0.299258,42,0.146341,42,0.377778,42,0.163097,0,0,1,0,0,0,0,1,0,0.138434,0,0.583333,0,0,72.916667,0,41.666667,0.375,59.129902,0.00495,8.921703,0
NO,0.815418,38,0.832836,0.183191,49,0.317073,49,0.533333,49,0.347611,0,0,1,0,0,0,0,1,0,0.138434,0,0.583333,0,0,78.125,0.001416,41.666667,0.375,57.765152,0.003495,13.223712,0.004379
NO,0.259222,29,0.811203,0.20103,43,0.170732,43,0.4,43,0.189456,0,0,1,0,0,0,0,1,0,0.138434,0,0.583333,0,0,78.125,0.001416,26.041667,0.1875,54.487179,0,13.491553,0.004652
NO,0,36,0.662648,0.368222,37,0.02439,37,0.266667,37,0.031301,0,0,1,0,0,0,0,1,0,0.138434,0,0.583333,0,0,166.666667,0.025496,67.708333,0.6875,103.553922,0.052312,28.464631,0.019893
NO,0.867003,345,0.986525,0.041512,46,0.243902,25,0,35.8125,0,6.125957,0.587446,21,0.47619,15,0.517241,-16,0.448276,0,0.138434,0,0.583333,3.950272,0.372203,1994.791667,0.522663,62.5,0.625,488.721264,0.462953,412.123677,0.410425
NO,0.868876,1553,0.986532,0,75,0.95122,37,0.266667,56.88,0.555321,10.428116,1,43,1,29,1,-29,0,0.015464,0.321824,-5,0.166667,10.61321,1,2484.375,0.655807,10.416667,0,992.453231,1,731.405542,0.735426
NO,1,101,0.986948,0.014649,75,0.95122,56,0.688889,65.846154,0.791661,5.749196,0.551317,14,0.309524,12,0.413793,-10,0.655172,0,0.138434,5,1,5.353504,0.504419,1984.375,0.51983,57.291667,0.5625,372.767857,0.339331,422.401541,0.420887
NO,0.868876,235,0.383817,0,68,0.780488,39,0.311111,55.9375,0.530478,7.845928,0.752382,28,0.642857,17,0.586207,-17,0.413793,0.07265,1,-7,0,8.469595,0.798024,3750,1,93.75,1,834.505208,0.831606,991.323503,1
NO,0.991396,197,0.98835,0.017475,44,0,28,0,35.785714,0,5.031026,0.171067,18,0.130435,13,0.142857,-14,0.678571,0,0,5,0.714286,5.690128,0.33987,1500,0.530973,166.666667,1,736.875,0.822502,412.250082,0.69404
NO,0.986181,841,1,0.011691,51,0.162791,35,0.152174,42,0.136435,5.338539,0.212103,18,0.130435,16,0.285714,-16,0.607143,0.016667,0.4,0,0,10.82995,0.988829,500,0,104.166667,0.615385,148.148148,0,124.398415,0
NO,1,1000,0.988369,0,75,0.72093,34,0.130435,56.594595,0.45686,11.242918,1,58,1,31,1,-33,0,0.011011,0.264264,7,1,10.918429,1,1612.5,0.590708,83.333333,0.487179,863.924051,1,505.488462,0.918848
NO,1,4209,0.986615,0.013401,70,0.604651,41,0.282609,55.535714,0.433612,8.256954,0.601544,39,0.586957,16,0.285714,-26,0.25,0.004515,0.108365,3,0.428571,9.841048,0.863969,1229.166667,0.387168,4.166667,0,267.401961,0.166608,216.429618,0.221897
YES,0,121,0.970806,0,87,1,74,1,81.333333,1,3.749074,0,12,0,10,0,-5,1,0.041667,1,1,0.142857,2.998321,0,2383.333333,1,16.666667,0.076923,582.13141,0.606312,539.146217,1
NO,1,1004,0.986547,0.015527,72,0,34,0,55.409091,0,10.223232,0,48,1,31,1,-35,0,0.011964,1,5,1,12.544869,1,3000,1,62.5,1,211.131841,0,373.355563,1
YES,0,825,0.986072,0,96,1,56,1,75.34375,1,11.030099,1,31,0,24,0,-24,1,0.010922,0,-2,0,6.952413,0,1558.333333,0,16.666667,0,327.955426,1,361.570208,0
NO,0.637341,60,0.774291,0.228715,51,0,22,0,35.285714,0,9.191833,0.163252,9,0,12,0,-11,1,0.288136,1,5,0.5,6.938106,0.17201,1416.666667,0.6875,287.5,1,785.648148,1,379.424064,0.897397
NO,1,981,0.986813,0.01522,72,0.466667,34,0.333333,54,0.476185,8.904253,0,51,1,33,1,-33,0,0.028571,0.09556,9,1,12.414162,1,1562.5,1,62.5,0.114754,289.330808,0.011976,408.42617,1
YES,0,873,0.987551,0,96,1,58,1,74.586207,1,10.665824,1,22,0.309524,12,0,-12,0.954545,0.001147,0,1,0,5.800486,0,1095.833333,0,33.333333,0,283.314897,0,125.763095,0
NO,0,1104,0.989831,0,73,0,36,0,55.205882,0,10.374685,0,53,1,28,1,-34,0,0.017226,1,-9,0,11.537894,1,3000,1,83.333333,1,622.740964,1,641.028506,1
YES,1,1776,0.994759,0,97,1,56,1,75.606061,1,10.628548,1,26,0,12,0,-29,1,0.016338,0,1,1,5.042162,0,1979.166667,0,25,0,469.039808,0,457.474809,0
NO,0.710156,70,0.823891,0.179176,47,0,23,0,35.75,0,6.152574,0,11,0,14,0.142857,-13,1,0,0,-1,0,8.978235,0.631706,1416.666667,0.726563,287.5,1,848.75,1,406.697617,0.870445
NO,1,986,0.986547,0.015527,67,0.408163,35,0.27907,52.107143,0.36178,9.56683,1,53,1,32,1,-31,0,0.028426,1,3,1,11.367922,1,1562.5,1,62.5,0.129032,310.87963,0.092202,435.240836,1
YES,0,729,0.985892,0.015142,96,1,66,1,80.962963,1,8.971071,0.825508,25,0.333333,11,0,-17,0.777778,0.023352,0.821478,-1,0,4.879398,0,1029.166667,0,29.166667,0,256.25,0,214.923975,0
NO,1,581,0.980132,0,74,0,35,0,54.935484,0,10.640566,1,47,1,28,1,-39,0,0.027586,1,-9,0,11.866321,1,3000,1,83.333333,1,581.199187,1,619.560764,1
YES,0,514,0.982819,0.019251,86,1,66,1,75.705882,1,6.19074,0,28,0,16,0,-14,1,0,0,-2,1,6.876522,0,1312.5,0,29.166667,0,370.052083,0,254.0711,0
NO,1,702,0.983146,0,78,0,37,0,58.4,0,11.288933,1,48,1,31,1,-38,0,0.005706,1,7,1,12.823168,1,3000,1,83.333333,1,568.77193,1,619.758983,1
YES,0,519,0.971255,0.030135,93,1,66,1,78.391304,1,7.766926,0,24,0,12,0,-19,1,0,0,-2,0,6.367752,0,2791.666667,0,54.166667,0,426.020115,0,420.18469,0
NO,0.839472,245,0.973906,0.026876,52,0,28,0,39.5,0,6.177436,0.025222,16,0.047619,13,0.153846,-19,0.571429,-0.008197,0.015736,0,0.857143,3.763491,0.134804,2244.791667,0.561358,119.791667,0.958333,676.525298,0.512751,536.368642,0.467239
NO,0.969423,792,0.974071,0,95,1,40,0.387097,69.78125,0.921949,16.305165,1,56,1,35,1,-35,0,0.063211,0.357643,2,1,8.353053,0.814547,3015.625,0.754569,15.625,0.125,368.551587,0.277521,536.839022,0.467648
NO,1,285,0.961164,0,83,0.72093,51,0.741935,64.6875,0.766864,9.853418,0.37903,26,0.285714,14,0.192308,-12,0.821429,0,0.054983,-3,0.642857,5.798251,0.436165,3994.791667,1,0,0,1314.453125,1,1147.954469,1
NO,1,330,0.956309,0.044466,95,1,49,0.677419,72.344828,1,13.696906,0.748959,30,0.380952,24,0.576923,-25,0.357143,0.009119,0.098643,2,1,5.810318,0.437952,3494.791667,0.874674,0,0,752.042484,0.570431,900.817071,0.784715
NO,0.933982,1046,0.745231,0,88,0.837209,40,0.387097,64,0.745932,11.841546,0.570384,44,0.714286,29,0.769231,-20,0.535714,-0.011483,0,-12,0,9.605215,1,1875,0.468668,10.416667,0.083333,536.951014,0.406145,492.730838,0.429225
NO,0,77,0.937075,0.063776,68,0.372093,44,0.516129,56.923077,0.530466,7.290263,0.13233,19,0.119048,17,0.307692,-10,0.892857,0.197368,1,-7,0.357143,5.397416,0.376799,1375,0.343342,125,1,644.097222,0.487983,389.401634,0.339213
NO,0.867964,908,0.986971,0.013165,55,0.069767,35,0.225806,42.8,0.100472,6.852737,0.090219,14,0,20,0.423077,-20,0.535714,0.014333,0.12361,0,0.857143,7.224149,0.647349,5.208333,0,5.208333,0.041667,5.208333,0,0,0
YES,0.924948,284,0.847335,0.154289,78,0.604651,59,1,69.090909,0.900931,5.915381,0,14,0,9,0,-7,1,0,0.054983,2,1,2.853304,0,2541.666667,0.63577,62.5,0.5,379.040948,0.285533,377.418074,0.328774
NO,0.729814,190,0.992856,0.020699,39,0,29,0,33.75,0,3.455069,0,10,0,8,0,-7,1,0,0.51974,0,0.8,3.028961,0,2916.666667,0.005457,500,1,2200.462963,1,885.476184,0.830983
NO,1,1672,0.992874,0,70,0.659574,34,0.151515,54.703704,0.549405,10.52621,1,58,1,36,1,-36,0,0.01137,1,3,1,11.921717,0.881033,2916.666667,0.005457,170.833333,0.217822,759.104938,0.186748,781.466976,0.53858
NO,1,1220,0.991667,0,70,0.659574,50,0.636364,61.25,0.721049,5.425634,0.278677,23,0.270833,16,0.285714,-12,0.827586,-0.012305,0,3,1,6.043649,0.298674,2900,0,150,0.168317,428.125,0,589.890784,0
NO,1,759,0.992864,0,70,0.659574,34,0.151515,54.068966,0.532762,9.871348,0.90739,37,0.5625,32,0.857143,-24,0.413793,0,0.51974,-12,0,13.12252,1,2941.666667,0.013643,479.166667,0.950495,1987.35119,0.879757,945.596639,1
YES,0,435,0.978326,0.025151,86,1,62,1,71.888889,1,6.244009,0.394412,19,0.1875,19,0.392857,-21,0.517241,0,0.51974,-2,0.666667,4.852193,0.180633,5954.166667,1,79.166667,0,792.427885,0.205549,902.529621,0.878925
NO,0.512422,328,0.993136,0.008075,50,0,28,0,37.769231,0,6.434927,0.32592,23,0.085714,22,0.44,-15,0.777778,0.021407,1,0,0.5,6.4899,0.136853,1416.666667,0,70.833333,0.072165,624.479167,0.222403,353.080058,0.052958
NO,1,1704,0.993166,0,71,0.512195,35,0.291667,53.7,0.482921,10.904586,0.922965,55,1,28,0.68,-36,0,0.00411,0.414772,12,1,9.346183,0.445244,1500,0.053619,116.666667,0.185567,346.969697,0,323.347193,0
NO,1,1060,0.9931,0,71,0.512195,35,0.291667,54.545455,0.50855,10.743824,0.901491,36,0.457143,36,1,-32,0.148148,0.015109,0.7869,-12,0,14.484264,1,2970.833333,1,445.833333,1,1594.75,1,884.792352,1
NO,1,795,0.993024,0,62,0.292683,49,0.875,55.2,0.528392,3.994997,0,20,0,11,0,-9,1,-0.003778,0.147854,-3,0.375,5.222383,0,2937.5,0.978552,420.833333,0.938144,1491.477273,0.917235,856.562123,0.949719
