@relation MidiTracks

@attribute melody {YES,NO}
@attribute normalizedDuration numeric
@attribute numberOfNotes numeric
@attribute occupationRate numeric
@attribute polyphonyRate numeric
@attribute highestPith numeric
@attribute normHighestPitch numeric
@attribute lowestPitch numeric
@attribute normLowestPitch numeric
@attribute pitchMean numeric
@attribute normPitchMean numeric
@attribute pitchDeviation numeric
@attribute normPitchDeviation numeric
@attribute numberOfDifferentIntervals numeric
@attribute normNumberOfDifferentIntervals numeric
@attribute largestInterval numeric
@attribute normLargestInterval numeric
@attribute smallestInterval numeric
@attribute normSmallestInterval numeric
@attribute intervalMean numeric
@attribute normIntervalMean numeric
@attribute intervalMode numeric
@attribute normIntervalMode numeric
@attribute intervalDeviation numeric
@attribute normIntervalDeviation numeric
@attribute longestNote numeric
@attribute normLongestNote numeric
@attribute shortestNote numeric
@attribute normShortestNote numeric
@attribute durationMean numeric
@attribute normDurationMean numeric
@attribute durationDeviation numeric
@attribute normDurationDeviation numeric

@data
YES,0.77374,162,0.923648,0.079532,72,1,54,0.703704,63.75,1,5.651327,0.652896,14,0.481481,7,0.368421,-10,0.473684,0.018634,0.808039,-2,0.538462,3.824524,0.553822,3500,0.249535,166.666667,0.085714,721.600877,0.188385,655.773492,0.201617
NO,0.939585,344,0.977241,0.027856,36,0,36,0.037037,36,0,0,0,1,0,0,0,0,1,0,0.660377,0,0.692308,0,0,2.604167,0,2.604167,0,2.604167,0,0,0
NO,0.93613,169,0.974359,0.028148,37,0.027778,37,0.074074,37,0.036036,0,0,1,0,0,0,0,1,0,0.660377,0,0.692308,0,0,2.604167,0,2.604167,0,2.604167,0,0,0
NO,0.939585,656,1,0.011557,42,0.166667,42,0.259259,42,0.216216,0,0,1,0,0,0,0,1,0,0.660377,0,0.692308,0,0,83.333333,0.00576,2.604167,0,26.822917,0.006346,36.994752,0.011374
NO,0,80,0.183314,0.818619,51,0.416667,51,0.592593,51,0.540541,0,0,1,0,0,0,0,1,0,0.660377,0,0.692308,0,0,2.604167,0,2.604167,0,2.604167,0,0,0
NO,0.943039,10,0.931819,0.068329,49,0.361111,49,0.518519,49,0.468468,0,0,1,0,0,0,0,1,0,0.660377,0,0.692308,0,0,2.604167,0,2.604167,0,2.604167,0,0,0
NO,0.493973,2,0.529625,0.470411,50,0.388889,50,0.555556,50,0.504505,0,0,1,0,0,0,0,1,0,0.660377,0,0.692308,0,0,2.604167,0,2.604167,0,2.604167,0,0,0
NO,0.497427,3,0.528704,0.47135,47,0.305556,47,0.444444,47,0.396396,0,0,1,0,0,0,0,1,0,0.660377,0,0.692308,0,0,2.604167,0,2.604167,0,2.604167,0,0,0
NO,0.490519,3,0.53055,0.469505,43,0.194444,43,0.296296,43,0.252252,0,0,1,0,0,0,0,1,0,0.660377,0,0.692308,0,0,2.604167,0,2.604167,0,2.604167,0,0,0
NO,0.929222,86,0.971429,0.029851,60,0.666667,60,0.925926,60,0.864865,0,0,1,0,0,0,0,1,0,0.660377,0,0.692308,0,0,2.604167,0,2.604167,0,2.604167,0,0,0
NO,0.939585,430,0.974396,0.031976,61,0.694444,61,0.962963,61,0.900901,0,0,1,0,0,0,0,1,0,0.660377,0,0.692308,0,0,2.604167,0,2.604167,0,2.604167,0,0,0
NO,0.918859,172,0.977045,0.025526,62,0.722222,62,1,62,0.936937,0,0,1,0,0,0,0,1,0,0.660377,0,0.692308,0,0,2.604167,0,2.604167,0,2.604167,0,0,0
NO,0,766,0.987183,0,49,0,35,0.09375,41.333333,0,5.18545,0.361826,9,0.03125,9,0.25,-12,0.68,-0.006536,0.365921,0,0.285714,3.640543,0.274526,46.875,0,46.875,0,46.875,0,0,0
YES,0.663748,255,0.968749,0.034344,80,1,64,1,72,1,3.384456,0,15,0.21875,8,0.2,-12,0.68,0,0.422535,0,0.285714,2.670928,0.087983,4994.791667,0.831874,119.791667,0.368421,953.125,0.664122,964.072344,0.784804
NO,1,295,0.987654,0.016654,52,0.096774,32,0,41.692308,0.011706,5.383516,0.401619,17,0.28125,10,0.3,-15,0.56,-0.027211,0.186835,0,0.285714,4.915539,0.519822,5994.791667,1,229.166667,0.921053,738.095238,0.506543,1189.755176,0.968521
NO,0.663748,106,0.968749,0.034148,68,0.612903,56,0.75,61.333333,0.652174,3.944053,0.112425,8,0,7,0.15,-4,1,0.066667,1,2,0.571429,2.575587,0.069641,3994.791667,0.663748,229.166667,0.921053,1157.090054,0.813593,1221.233237,0.994146
NO,0.663748,83,0.968749,0.034148,68,0.612903,57,0.78125,62.25,0.682065,3.455069,0.014186,9,0.03125,4,0,-4,1,-0.04878,0,-2,0,2.213608,0,3994.791667,0.663748,229.166667,0.921053,1241.145833,0.875191,1224.297493,0.99664
NO,1,468,0.987654,0.013857,69,0.645161,40,0.25,55.842105,0.473112,8.361964,1,35,0.84375,24,1,-24,0.2,-0.017131,0.27415,4,0.857143,7.411413,1,5494.791667,0.915937,244.791667,1,1411.458333,1,1228.424917,1
NO,1,1607,0.987654,0,71,0.709677,40,0.25,56,0.478261,8.338094,0.995204,40,1,24,1,-29,0,0.017435,0.573553,5,1,7.256702,0.970235,5994.791667,1,119.791667,0.368421,761.966253,0.524036,1172.604063,0.954559
YES,0.729995,146,0.834717,0.166643,72,0.555556,59,0.7,65.9,0.650286,4.109745,0.184247,12,0.275862,9,0.129032,-7,0.878049,0.013793,0.705402,0,1,2.599698,0.010512,3994.791667,0.358974,244.791667,0.466667,994.791667,0.407119,1239.239398,0.367845
NO,0,34,0.454218,0.550761,71,0.527778,62,0.775,66.5,0.666939,1.903943,0,4,0,5,0,-2,1,-0.121212,0,-2,0.6,2.519711,0,744.791667,0.025641,244.791667,0.466667,494.791667,0.14683,223.606798,0.038883
NO,0.729995,106,0.834717,0.170723,72,0.555556,59,0.7,64.428571,0.609446,4.030496,0.177628,13,0.310345,13,0.258065,-6,0.902439,0,0.633333,0,1,2.697441,0.023357,1244.791667,0.076923,244.791667,0.466667,601.934524,0.202606,323.406612,0.071208
NO,0.999532,441,0.979166,0.023384,76,0.666667,48,0.425,61.956522,0.540834,8.067532,0.514835,17,0.448276,15,0.322581,-19,0.585366,0,0.633333,0,1,3.466725,0.124457,10244.791667,1,26.041667,0,579.676418,0.191019,1482.541878,0.446651
NO,0.999532,393,0.979166,0.023384,88,1,40,0.225,63.73913,0.590311,13.875902,1,16,0.413793,36,1,-43,0,0,0.633333,0,1,7.894392,0.706344,10244.791667,1,26.041667,0,626.838235,0.21557,1695.512328,0.515632
NO,0.999064,589,0.979164,0.023169,52,0,31,0,42.470588,0,5.862319,0.330637,13,0.310345,7,0.064516,-14,0.707317,0,0.633333,0,1,3.088821,0.074793,10223.958333,0.997863,223.958333,0.422222,1098.958333,0.461346,2538.542186,0.788689
NO,0.999532,770,0.562488,0,81,0.805556,57,0.65,67.571429,0.696676,6.488609,0.38295,23,0.655172,20,0.483871,-12,0.756098,0.002601,0.646922,-5,0,5.609994,0.406127,10244.791667,1,244.791667,0.466667,2133.680556,1,3190.940107,1
NO,0.190922,58,0.46152,0,84,0.888889,71,1,78.5,1,3.799671,0.158347,16,0.413793,10,0.16129,-12,0.756098,0.070175,1,-5,0,5.64089,0.410187,3994.791667,0.358974,494.791667,1,1994.791667,0.927697,1274.754878,0.379349
NO,1,2183,0.984376,0,57,0.138889,36,0.125,45,0.070204,5.114083,0.268138,33,1,21,0.516129,-21,0.536585,0.007333,0.671647,0,1,10.128865,1,494.791667,0,78.125,0.111111,212.740385,0,103.560862,0
NO,0,360,0.99621,0,74,0.837209,56,0.811594,65.153846,0.782537,5.668349,0.359122,23,0.617647,12,0.44,-11,0.84127,-0.005571,0.679931,0,0.142857,5.368844,0.388544,1421.875,0.661836,229.166667,0.97561,637.310606,0.811365,294.856013,0.412699
YES,0.177945,208,0.966299,0.03563,81,1,69,1,75.125,1,3.854786,0.236579,9,0.205882,5,0.16,-3,0.968254,0.038647,0.826624,0,0.142857,1.88009,0.078565,1145.833333,0.405797,130.208333,0.512195,419.289568,0.22149,214.207662,0.157551
NO,0.378446,335,0.969859,0.044388,38,0,21,0.304348,29.272727,0,4.974314,0.312226,11,0.264706,12,0.44,-7,0.904762,0,0.698413,0,0.142857,2.444596,0.128722,947.916667,0.222222,229.166667,0.97561,641.369048,0.822345,245.543981,0.25669
NO,1,12,0.76306,0.238223,48,0.232558,47,0.681159,47.5,0.397522,0.353553,0,2,0,1,0,-1,1,0.090909,1,1,0.214286,0.995859,0,885.416667,0.164251,171.875,0.707317,707.03125,1,308.972605,0.45736
NO,0.177945,117,0.784685,0.217087,76,0.883721,69,1,72.6,0.944932,2.416609,0.139401,10,0.235294,5,0.16,-4,0.952381,0.034483,0.812808,0,0.142857,2.112896,0.09925,989.583333,0.26087,130.208333,0.512195,422.38313,0.22986,222.66152,0.184296
NO,1,20,0.914179,0.089358,49,0.255814,45,0.652174,47,0.386617,1.154701,0.054134,3,0.029412,4,0.12,-2,0.984127,-0.210526,0,-2,0,2.041128,0.092873,708.333333,0,234.375,1,561.197917,0.605435,164.408324,0
NO,0.177945,504,0.969764,0,69,0.72093,0,0,53.421053,0.526655,15.15296,1,36,1,26,1,-64,0,-0.121272,0.296096,12,1,12.250663,1,1500,0.7343,20.833333,0,642.939815,0.826595,480.492775,1
NO,0.20802,1705,0.984889,0,50,0.27907,36,0.521739,44.111111,0.323613,4.677237,0.292152,18,0.470588,14,0.52,-13,0.809524,-0.001174,0.694519,0,0.142857,5.729526,0.420591,1786.458333,1,36.458333,0.073171,337.425595,0,321.449885,0.496834
YES,0.993421,292,0.93131,0.074624,71,0.678571,51,0.884615,60.846154,0.751793,6.359078,0.3559,21,0.44,16,0.307692,-12,0.846154,-0.017182,0.208128,0,0,4.459406,0.074151,994.791667,0.428571,98.958333,0,443.094136,0.724896,291.080229,0.588386
NO,1,255,0.98387,0.085563,52,0,28,0,40.692308,0,6.473432,0.368932,14,0.16,12,0.153846,-14,0.769231,-0.019685,0.141495,0,0,3.307651,0,1994.791667,1,119.791667,0.142857,540.246212,1,494.709876,1
NO,1,1392,1,0,68,0.571429,47,0.730769,59.363636,0.696491,6.064393,0.322317,29,0.76,16,0.307692,-16,0.692308,-0.003595,0.569858,0,0,8.180872,0.313742,244.791667,0,244.791667,1,244.791667,0.163366,0,0
NO,0.993421,630,0.987878,0,69,0.607143,35,0.269231,49.090909,0.313291,12.011014,1,35,1,34,1,-34,0,0,0.665552,0,0,18.84022,1,244.791667,0,119.791667,0.142857,187.099359,0,62.314814,0.125962
NO,0.157895,361,0.975542,0,80,1,54,1,67.5,1,6.992343,0.428067,21,0.44,11,0.115385,-18,0.615385,-0.025,0,9,1,6.619998,0.213252,494.791667,0.142857,244.791667,1,369.791667,0.517327,125,0.252673
NO,0,399,1,0,54,0.071429,45,0.653846,48.833333,0.303682,3.236081,0,10,0,8,0,-8,1,0.012563,1,0,0,4.640042,0.08578,244.791667,0,244.791667,1,244.791667,0.163366,0,0
NO,1,1392,1,0,68,0.571429,47,0.730769,59.363636,0.696491,6.064393,0.322317,29,0.76,16,0.307692,-16,0.692308,-0.003595,0.569858,0,0,8.232555,0.31707,244.791667,0,244.791667,1,244.791667,0.163366,0,0
NO,1,1543,0.988701,0,69,0.631579,40,0.5,55.714286,0.608995,8.373102,0.42625,38,1,22,0.342105,-22,0.675676,0.000649,0.394044,5,1,8.47622,0.204909,762.5,0,25,0.277778,269.367535,0,243.496434,0
NO,0.005682,1396,0.98324,0.104869,83,1,36,0.357143,48.454545,0.390641,12.063194,1,27,0.541667,47,1,-47,0,-0.003584,0.328487,-32,0,28.012606,1,2262.5,0.664207,4.166667,0,297.115385,0.019347,395.489278,0.181525
NO,0,122,0.988545,0,74,0.763158,38,0.428571,53.529412,0.543279,10.80369,0.804167,19,0.208333,34,0.657895,-28,0.513514,-0.024793,0,-12,0.540541,10.084324,0.270356,3020.833333,1,62.5,0.777778,1703.623188,1,1080.806677,1
YES,0,258,0.996099,0.005119,71,0.684211,52,0.928571,62,0.798052,5.632697,0.000162,14,0,9,0,-10,1,0.038911,0.986646,-2,0.810811,3.441343,0,2033.333333,0.562731,62.5,0.777778,491.071429,0.154578,630.554504,0.462264
NO,0,177,0.816505,0.186679,45,0,26,0,35.466667,0,5.631657,0,15,0.041667,12,0.078947,-14,0.891892,0.039773,1,-5,0.72973,6.015473,0.104762,1512.5,0.332103,79.166667,1,644.479167,0.261537,406.56653,0.194755
NO,0,198,0.718999,0,83,1,54,1,68.714286,1,8.281608,0.412025,29,0.625,16,0.184211,-17,0.810811,0.025381,0.777096,-2,0.810811,6.163126,0.110771,1975,0.5369,4.166667,0,656.431159,0.269871,411.801952,0.201007
NO,0.935484,381,1,0.012195,38,0,28,0,32.833333,0,3.715583,0.319117,11,0.214286,8,0.294118,-7,0.722222,0,0.42116,0,0.142857,2.380845,0.145772,4000,0.147368,125,0.5,1593.75,0.26325,1574.640336,0.1936
NO,1,766,1,0,79,0.953488,52,0.615385,62,0.6917,6.309715,0.793911,25,0.714286,15,0.705882,-20,0,-0.002614,0.368951,3,0.571429,4.947303,0.596487,9250,0.368421,250,1,2281.25,0.41175,2513.569942,0.315906
NO,1,570,1,0,79,0.953488,53,0.641026,62.307692,0.698997,7.435721,1,18,0.464286,12,0.529412,-12,0.444444,-0.02109,0,0,0.142857,3.888098,0.410472,2000,0.063158,125,0.5,416.666667,0.009,424.196665,0.043743
NO,0,42,0.150943,0.858491,77,0.906977,67,1,72,0.928854,2.408319,0.079853,7,0.071429,4,0.058824,-5,0.833333,0,0.42116,2,0.428571,3.139054,0.278926,2250,0.073684,125,0.5,1075,0.1512,886.002257,0.103898
NO,0.697581,70,0.884422,0.117253,66,0.651163,60,0.820513,63.333333,0.72332,1.972027,0,5,0,3,0,-2,1,0.028986,1,1,0.285714,1.550792,0,500,0,250,1,375,0,88.388348,0
YES,0.879032,298,0.992212,0.009346,81,1,67,1,75,1,3.753786,0.326109,12,0.25,5,0.117647,-10,0.555556,0.010101,0.622877,-1,0,2.448782,0.157703,1500,0.042105,250,1,800,0.0918,430.116263,0.044514
NO,0.871136,1524,0.987501,0,56,0.418605,36,0.205128,45.090909,0.290693,5.550668,0.654986,33,1,20,1,-20,0,0,0.42116,6,1,7.244986,1,24250,1,0,0,5004.62963,1,7765.296234,1
YES,0.125,314,0.98765,0.01338,84,1,67,1,75.571429,0.982769,5.164636,0.01982,14,0,7,0,-12,0.83871,-0.00639,0.131445,0,0.714286,3.688332,0.050041,2322.916667,0.598326,2.083333,0,424.763258,0.121784,408.506316,0.298008
NO,0.125,146,0.691239,0.30979,84,1,67,1,76.083333,1,5.31442,0.033974,14,0,13,0.181818,-8,0.967742,0.048276,1,-3,0.285714,3.654626,0.047142,833.333333,0,83.333333,0.493671,375,0,232.277832,0
NO,0,277,0.938224,0,84,1,53,0.631579,66.565217,0.679615,9.197476,0.400919,22,0.150943,29,0.666667,-23,0.483871,-0.007246,0.117835,2,1,5.128065,0.173883,3322.916667,1,83.333333,0.493671,750,0.917729,771.199237,0.911334
NO,0.083333,1614,0.987648,0,83,0.958333,29,0,54.475,0.272651,15.537032,1,67,1,40,1,-36,0.064516,0.00124,0.25267,-4,0.142857,14.732161,1,3322.916667,1,83.333333,0.493671,694.444444,0.781769,771.472101,0.911796
NO,0,815,0.987645,0,72,0.5,55,0.684211,64.142857,0.598077,4.954899,0,21,0.132075,10,0.090909,-12,0.83871,0.002457,0.272007,0,0.714286,4.766539,0.142785,3322.916667,1,166.666667,1,783.617424,1,753.843345,0.881985
NO,0,342,0.987645,0.020528,60,0,41,0.315789,48.785714,0.081146,5.671716,0.067738,14,0,14,0.212121,-7,1,-0.014663,0,0,0.714286,3.106576,0,3322.916667,1,83.333333,0.493671,721.813725,0.848749,823.631985,1
NO,0.083333,1614,0.987648,0,83,0.958333,29,0,54.475,0.272651,15.537032,1,67,1,40,1,-38,0,0.00124,0.25267,-5,0,14.616698,0.990068,3322.916667,1,83.333333,0.493671,694.444444,0.781769,771.472101,0.911796
NO,1,1505,0.987683,0,70,0.416667,36,0.184211,46.375,0,9.835363,0.461199,33,0.358491,34,0.818182,-34,0.129032,0.003989,0.296354,0,0.714286,14.641096,0.992167,2000,0.468619,83.333333,0.493671,475.852273,0.246813,501.008949,0.454433
YES,0.793572,207,0.902884,0.098401,72,0.55814,52,0.827586,61.7,0.705303,6.928925,0.455643,14,0.189189,15,0.434783,-8,0.833333,-0.019417,0.21038,-2,0,3.420329,0.122466,2244.791667,0.228571,119.791667,0,668.402778,0.283418,604.007003,0.3173
NO,0.793572,117,0.881887,0.119398,66,0.418605,57,1,61.714286,0.70575,2.813959,0,9,0.054054,5,0,-4,1,-0.043103,0.030825,2,0.444444,2.214343,0,1744.791667,0.171429,119.791667,0,604.166667,0.244289,481.848248,0.246189
NO,0.793572,107,0.881887,0.119398,69,0.488372,57,1,63.857143,0.772723,3.907084,0.12104,13,0.162162,8,0.130435,-7,0.875,-0.04717,0,1,0.333333,2.950478,0.074754,1744.791667,0.171429,119.791667,0,604.166667,0.244289,481.848248,0.246189
NO,0.99382,1121,0.987745,0,74,0.604651,47,0.655172,61.421053,0.696585,7.700416,0.541069,42,0.945946,26,0.913043,-23,0.208333,-0.00625,0.310197,3,0.555556,8.764425,0.665152,6244.791667,0.685714,244.791667,1,1217.617754,0.617965,996.226932,0.545616
NO,0.86403,422,0.85659,0.147224,48,0,28,0,39.133333,0,5.584104,0.306733,18,0.297297,17,0.521739,-8,0.833333,-0.004751,0.321563,0,0.222222,3.29182,0.109416,744.791667,0.057143,244.791667,1,494.791667,0.177665,213.200716,0.089806
NO,1,258,0.955971,0.045226,91,1,50,0.758621,71.129032,1,11.84508,1,25,0.486486,21,0.695652,-12,0.666667,0,0.357576,-2,0,5.453018,0.328883,8994.791667,1,244.791667,1,1449.337121,0.759114,1776.801844,1
NO,0.889988,502,0.908627,0,69,0.488372,38,0.344828,54.636364,0.484535,9.460662,0.735978,44,1,28,1,-28,0,-0.031936,0.115481,7,1,12.061841,1,4244.791667,0.457143,244.791667,1,1844.791667,1,1508.310313,0.843707
NO,0,60,0.182451,0.819336,55,0.162791,38,0.344828,45.818182,0.20893,4.932604,0.234594,7,0,5,0,-12,0.666667,0.084746,1,3,0.555556,5.854994,0.369703,1994.791667,0.2,244.791667,1,1119.791667,0.558376,757.772228,0.406808
NO,0.86403,1093,0.857871,0.143383,49,0.023256,36,0.275862,42.5,0.105222,3.233935,0.046503,16,0.243243,13,0.347826,-13,0.625,0.00641,0.406169,0,0.222222,4.837748,0.266403,244.791667,0,119.791667,0,203.125,0,58.925565,0
YES,1,362,0.979412,0.023529,101,1,76,1,86.666667,1,6.839428,0.369028,15,0,12,0,-24,0.454545,0,0.691164,-2,0,3.561879,0,2000,0.262681,62.5,0.217391,628.787879,0.282308,602.945355,0.207275
NO,1,247,0.835294,0,89,0.75,64,0.72093,74.666667,0.735294,6.839428,0.369028,22,0.166667,13,0.045455,-24,0.454545,-0.00813,0.302189,-2,0,4.247421,0.063556,2000,0.262681,125,0.478261,786.458333,0.379726,634.455386,0.223445
NO,1,415,0.8,0.220588,53,0,33,0,41.333333,0,5.691124,0.12813,16,0.02381,12,0,-12,1,0,0.691164,0,0.285714,3.662052,0.009287,2000,0.262681,250,1,900,0.449879,604.152299,0.207895
NO,1,1860,0.882353,0,70,0.354167,48,0.348837,60.214286,0.416492,6.427381,0.282586,35,0.47619,21,0.409091,-22,0.545455,0.006455,1,0,0.285714,7.441358,0.359661,6239.583333,1,125,0.478261,1790.364583,1,2147.794648,1
NO,1,1334,0.976471,0,70,0.354167,36,0.069767,54.714286,0.295168,9.847131,1,57,1,34,1,-34,0,-0.012003,0.116893,5,1,14.348356,1,2989.583333,0.434783,10.416667,0,591.563786,0.259309,437.796037,0.122531
NO,0,1247,0.87933,0.121528,54,0.020833,36,0.069767,44.3,0.065441,5.080354,0,28,0.309524,16,0.181818,-16,0.818182,-0.014446,0,0,0.285714,5.471196,0.17701,489.583333,0,10.416667,0,171.875,0,199.010137,0
NO,0.981151,235,0.976158,0.034894,50,0,33,0,41.444444,0,5.10144,0.521724,12,0.22,14,0.411765,-8,0.764706,0,0.698727,0,0.84375,3.657331,0.160613,1779.166667,0.216712,66.666667,0.282051,557.629108,0.400386,480.475598,0.333715
NO,0.844071,1893,0.975919,0,69,0.655172,35,0.095238,45.25,0.170948,8.926786,0.912943,51,1,34,1,-34,0,0,0.698727,-27,0,22.771036,1,104.166667,0,104.166667,0.512821,104.166667,0.010654,0,0
NO,0,105,0.974092,0,67,0.586207,50,0.809524,58.6,0.77064,5.765414,0.589629,9,0.16,16,0.470588,-4,0.882353,0.038462,1,-2,0.78125,4.424415,0.1943,1229.166667,0.145553,79.166667,0.358974,431.639194,0.292103,260.009464,0.18059
NO,1,509,0.974628,0,77,0.931034,41,0.380952,58.904762,0.78433,9.778035,1,37,0.72,24,0.705882,-28,0.176471,0.01378,0.806663,5,1,9.654352,0.423975,3750,0.471698,87.5,0.410256,1018.388889,0.796391,866.917724,0.602119
YES,0.694997,218,0.875171,0.134263,64,0.482759,53,0.952381,59.5,0.811069,3.446012,0.352424,9,0.16,4,0.117647,-7,0.794118,0,0.698727,0,0.84375,1.73072,0.076005,3550,0.445822,129.166667,0.666667,526.595052,0.373714,540.946065,0.375715
NO,0.944825,214,0.737319,0,79,1,43,0.47619,59.869565,0.82767,9.456097,0.967075,32,0.62,19,0.558824,-29,0.147059,-0.089202,0,5,1,9.486166,0.416589,4729.166667,0.598383,20.833333,0,1213.061313,0.963704,886.027563,0.615392
NO,0.677519,88,0.875213,0,76,0.896552,45,0.571429,63.705882,1,8.180067,0.836576,21,0.4,29,0.852941,-28,0.176471,0,0.698727,-12,0.46875,11.112797,0.488023,7833.333333,1,183.333333,1,1255.292793,1,1439.777263,1
NO,0,105,0.974092,0,67,0.586207,50,0.809524,58.6,0.77064,5.765414,0.589629,9,0.16,16,0.470588,-4,0.882353,0.038462,1,-2,0.78125,4.424415,0.1943,1229.166667,0.145553,79.166667,0.358974,431.639194,0.292103,260.009464,0.18059
NO,0.802605,187,0.972474,0.131039,54,0.137931,54,1,54,0.564005,0,0,1,0,0,0,0,1,0,0.698727,0,0.84375,0,0,116.666667,0.001617,37.5,0.102564,91.770833,0,13.834573,0.009609
NO,0.544,447,0.979953,0,52,0.04,21,0,35.896552,0,8.829202,0.658061,29,0.377778,18,0.5,-14,0.76,0.022422,1,-12,0,7.10772,0.56135,666.666667,0.02649,95.833333,0.866667,401.207165,0.424237,127.255111,0
NO,0,839,1,0.015078,51,0,35,0.358974,42,0.189381,5.338539,0.054493,20,0.177778,16,0.423077,-16,0.68,0.001193,0.637618,0,0.857143,8.5949,0.746634,500,0,104.166667,1,153.645833,0,130.90957,0.00502
NO,0.996,886,0.98,0,76,1,36,0.384615,56.361111,0.634984,10.806769,1,57,1,31,1,-33,0,-0.036158,0,-3,0.642857,10.628543,1,6791.666667,1,66.666667,0.4,737.190315,1,855.300842,1
YES,1,254,0.984959,0.016208,76,1,60,1,68.125,1,5.023383,0,12,0,5,0,-8,1,0.011858,0.819668,2,1,2.60204,0,2808.333333,0.366887,41.666667,0,671.584699,0.887574,742.284428,0.844767
NO,0.976697,815,0.969216,0,72,0,51,0.894737,61.952381,0.623173,6.137133,0.101786,25,0,14,0.083333,-12,1,0.014742,0.839534,-3,0,7.559577,0.053527,3983.333333,1,141.666667,0.242991,1296.875,0.606778,1415.304186,1
NO,0.952381,461,0.96923,0,72,0,53,1,61.611111,0.602571,5.386597,0,28,0.1875,12,0,-18,0.571429,0.006522,0,-3,0,7.206727,0,3633.333333,0.540984,75,0.093458,1232.267442,0.551653,1094.361759,0.470232
NO,1,693,0.969245,0,75,0.176471,34,0,51.62963,0,10.677592,0.717557,41,1,36,1,-26,0,0.010116,0.367041,-3,0,13.798767,1,3875,0.857923,479.166667,1,1757.738095,1,1194.278489,0.635161
YES,0,1227,0.989017,0,89,1,36,0.105263,68.194444,1,12.760223,1,39,0.875,30,0.75,-20,0.428571,0.016313,1,0,1,7.406386,0.030288,3220.833333,0,33.333333,0,585.719937,0,809.487455,0
NO,1,257,0.986486,0.02027,44,0,33,0,38.5,0,3.446012,0,10,0,11,0.052632,-11,1,0,0.647764,0,0.5,4.922842,0.141532,3983.333333,1,500,1,1279.166667,0.651525,1113.443732,1
NO,0.992188,549,0.986372,0,72,0.717949,48,0.483871,59.684211,0.601724,7.101168,0.638258,32,0.709677,20,0.526316,-17,0.666667,0,0.647764,-7,0,8.383595,0.624837,3966.666667,0.991632,458.333333,0.912281,1399.189815,0.774629,961.353343,0.779172
NO,0.0625,480,0.821889,0,72,0.717949,48,0.483871,58.944444,0.580711,7.494236,0.706895,28,0.580645,20,0.526316,-17,0.666667,-0.014614,0.077421,5,0.857143,9.793579,0.821745,1991.666667,0,487.5,0.973684,1220.512821,0.591365,639.167338,0.311372
NO,0.991211,724,0.986485,0,72,0.717949,40,0.225806,55.652174,0.487196,9.17278,1,41,1,29,1,-29,0,-0.016598,0,7,1,11.06999,1,3941.666667,0.979079,470.833333,0.938596,1618.918919,1,1003.704472,0.840664
YES,0,555,0.986217,0.024923,83,1,64,1,73.705882,1,5.463943,0.352368,20,0.322581,10,0,-12,0.944444,0.009025,1,0,0.5,3.909388,0,2125,0.066946,25,0,643.951149,0,424.717186,0
YES,0.490296,365,0.925836,0.082598,80,0.857143,64,0.863636,73.363636,0.905437,5.086037,0.331183,12,0.2,7,0,-5,1,-0.008242,0,-2,0.125,2.454518,0,1500,0.354839,116.666667,0.168224,480.645161,0.359653,260.508421,0.25654
YES,1,365,0.926722,0.081611,68,0.514286,52,0.590909,61.363636,0.593381,5.086037,0.331183,12,0.2,7,0,-5,1,-0.008242,0,-2,0.125,2.454518,0,1500,0.354839,116.666667,0.168224,480.645161,0.359653,260.508421,0.25654
NO,0.72523,108,0.791757,0.270137,76,0.742857,69,0.977273,72.6,0.885579,2.416609,0,7,0,7,0,-7,0.857143,0,0.104599,0,0.375,3.910207,0.37006,1375,0.322581,241.666667,0.448598,580.833333,0.444418,337.392987,0.342501
NO,0.72523,108,0.791757,0.270137,64,0.4,57,0.704545,60.6,0.573522,2.416609,0,7,0,7,0,-7,0.857143,0,0.104599,0,0.375,3.721622,0.322119,1375,0.322581,241.666667,0.448598,580.833333,0.444418,337.392987,0.342501
NO,0,958,0.87641,0.124326,54,0.114286,35,0.204545,44.3,0.149645,5.496362,0.38209,32,1,19,0.705882,-19,0,0,0.104599,0,0.375,6.388175,1,125,0,41.666667,0,55.555556,0,31.0565,0
NO,0.510725,413,1,0,50,0,26,0,38.545455,0,7.284649,0.603953,19,0.48,12,0.294118,-11,0.571429,0.01699,0.320228,0,0.375,4.556251,0.534295,4000,1,125,0.186916,575,0.439483,925.465974,1
NO,0.508682,327,1,0,70,0.571429,38,0.272727,56.111111,0.45679,10.4769,1,24,0.68,24,1,-19,0,0.070552,1,3,0.75,5.654516,0.813492,3500,0.870968,233.333333,0.429907,1029.074074,0.823658,702.25908,0.750442
NO,0.510725,535,1,0,70,0.571429,54,0.636364,61.714286,0.602499,5.188291,0.343869,25,0.72,14,0.411765,-12,0.5,0.013109,0.270965,0,0.375,4.921273,0.62709,1991.666667,0.48172,237.5,0.439252,979.243827,0.781499,511.200734,0.536828
NO,0.508682,322,0.790688,0,70,0.571429,56,0.681818,62.916667,0.633767,4.609019,0.272001,23,0.64,14,0.411765,-11,0.571429,0.021807,0.381357,-3,0,5.377016,0.742947,1991.666667,0.48172,250,0.46729,1067.619048,0.85627,536.05156,0.564613
